Query	Reference	Core	Accessory
12673_8#27	19183_4#54	0.0045183306	0.17406595
12673_8#27	19183_4#55	0.03579795	0.42674857
12673_8#27	19183_4#56	0.0048640966	0.09366476
12673_8#27	19183_4#57	0.0051276986	0.14266728
12673_8#27	19183_4#58	0.004923409	0.12528493
12673_8#27	19183_4#59	0.03588088	0.44119814
12673_8#27	19183_4#60	0.00511027	0.13261478
12673_8#27	19183_4#61	0.005158892	0.16227955
12673_8#27	19183_4#62	0.034404542	0.41348803
12673_8#27	19183_4#63	0.03639525	0.42848718
12673_8#27	19183_4#64	0.004967635	0.1359298
12673_8#27	19183_4#65	0.03554732	0.43729988
12673_8#27	19183_4#66	0.00486231	0.083750375
12673_8#27	19183_4#67	0.0050625093	0.12274319
12673_8#27	19183_4#68	0.036701933	0.42839384
12673_8#27	19183_4#69	0.00486129	0.16214822
12673_8#27	19183_4#70	0.03639104	0.42856798
12673_8#27	19183_4#71	0.0052334	0.15225391
12673_8#27	19183_4#72	0.004757329	0.15886472
12673_8#27	19183_4#73	0.005140488	0.1319123
12673_8#27	19183_4#74	0.036161825	0.44389805
12673_8#27	19183_4#75	0.035893008	0.4254296
12673_8#27	19183_4#76	0.036307994	0.43698546
12673_8#27	19183_4#77	0.004261918	0.15335645
12673_8#27	19183_4#78	0.0052095097	0.14161494
12673_8#27	19183_4#79	0.0050526136	0.13473666
12673_8#28	12673_8#29	0.0047311066	0.09410448
12673_8#28	12673_8#31	0.0050398097	0.07389815
12673_8#28	12673_8#32	0.00469575	0.11818984
12673_8#28	12673_8#34	0.0052668494	0.10193396
12673_8#28	12673_8#36	0.0042458805	0.07984649
12673_8#28	12673_8#37	0.0043509505	0.060289036
12673_8#28	12673_8#39	0.03690803	0.43697527
12673_8#28	12673_8#41	0.0048322747	0.065976836
12673_8#28	12673_8#42	0.004600712	0.060401876
12673_8#28	12673_8#43	0.0044510863	0.076621756
12673_8#28	12754_4#66	0.004832591	0.066608876
12673_8#28	12754_4#68	0.0044254153	0.05595809
12673_8#28	12754_4#70	0.004378095	0.08771156
12673_8#28	12754_4#71	0.036619976	0.441897
12673_8#28	12754_4#73	0.0047525615	0.12396908
12673_8#28	12754_4#74	0.004880474	0.12161445
12673_8#28	12754_4#75	0.004409236	0.054598127
12673_8#28	12754_4#77	0.004324561	0.078418136
12673_8#28	12754_4#78	0.037380625	0.41844577
12673_8#28	12754_4#79	0.03761586	0.41303757
12673_8#28	12754_4#80	0.004894621	0.11409817
12673_8#28	12754_4#81	0.037932057	0.4251222
12673_8#28	12754_4#82	0.004543276	0.10138302
12673_8#28	12754_4#84	0.036928777	0.43675837
12673_8#28	12754_4#85	0.0048265317	0.077927835
12673_8#28	12754_4#87	0.03666061	0.44089636
12673_8#28	12754_4#88	0.0053073573	0.11772322
12673_8#28	12754_4#89	0.03682355	0.42984483
12673_8#28	12754_4#90	0.03812963	0.4084511
12673_8#28	12754_4#92	0.037567683	0.43528324
12673_8#28	12754_4#94	0.037006345	0.43241602
12673_8#28	12754_4#95	0.0043335687	0.07797412
12673_8#28	12754_5#11	0.0043197996	0.06883672
12673_8#28	12754_5#12	0.037888434	0.4162506
12673_8#28	12754_5#13	0.0044225724	0.0769273
12673_8#28	12754_5#14	0.035509534	0.4343652
12673_8#28	12754_5#16	0.036627937	0.44015327
12673_8#28	12754_5#18	0.0044635264	0.063453734
12673_8#28	12754_5#19	0.03734693	0.42404228
12673_8#28	12754_5#2	0.037111938	0.4277902
12673_8#28	12754_5#20	0.03667944	0.4297179
12673_8#28	12754_5#22	0.0047324365	0.09424374
12673_8#28	12754_5#24	0.0047513186	0.09361712
12673_8#28	12754_5#26	0.004468841	0.06353768
12673_8#28	12754_5#28	0.005228549	0.10842242
12673_8#28	12754_5#3	0.00424674	0.07952734
12673_8#28	12754_5#30	0.03780407	0.43472153
12673_8#28	12754_5#32	0.0051168036	0.086761236
12673_8#28	12754_5#33	0.004314371	0.07830816
12673_8#28	12754_5#35	0.037904207	0.42381054
12673_8#28	12754_5#36	0.004791015	0.06863057
12673_8#28	12754_5#37	0.037370197	0.42385748
12673_8#28	12754_5#39	0.037169088	0.42994866
12673_8#28	12754_5#40	0.004262457	0.06896512
12673_8#28	12754_5#42	0.035445254	0.43511644
12673_8#28	12754_5#43	0.004496445	0.08881521
12673_8#28	12754_5#45	0.0045732497	0.060648736
12673_8#28	12754_5#46	0.037135378	0.4256556
12673_8#28	12754_5#47	0.004768613	0.068352915
12673_8#28	12754_5#49	0.035492726	0.43465886
12673_8#28	12754_5#5	0.0366423	0.43928525
12673_8#28	12754_5#51	0.004464827	0.06469744
12673_8#28	12754_5#52	0.03759128	0.42131963
12673_8#28	12754_5#53	0.004364605	0.06561483
12673_8#28	12754_5#55	0.005039281	0.0851998
12673_8#28	12754_5#57	0.004427349	0.08868476
12673_8#28	12754_5#59	0.0050996435	0.08389995
12673_8#28	12754_5#6	0.0049848296	0.12963723
12673_8#28	12754_5#61	0.0047553945	0.09360521
12673_8#28	12754_5#62	0.036980744	0.431487
12673_8#28	12754_5#64	0.0047137095	0.07056281
12673_8#28	12754_5#66	0.03813138	0.40846074
12673_8#28	12754_5#68	0.004420045	0.11815695
12673_8#28	12754_5#70	0.0043129795	0.07850138
12673_8#28	12754_5#71	0.005043141	0.0770069
12673_8#28	12754_5#72	0.03739619	0.4356527
12673_8#28	12754_5#73	0.037355646	0.41888365
12673_8#28	12754_5#74	0.004747629	0.094079584
12673_8#28	12754_5#76	0.0047217584	0.109197885
12673_8#28	12754_5#78	0.0047303513	0.09432694
12673_8#28	12754_5#8	0.004693402	0.10944821
12673_8#28	12754_5#80	0.0047250176	0.09415513
12673_8#28	12754_5#82	0.03727394	0.4223183
12673_8#28	12754_5#84	0.004762856	0.07806399
12673_8#28	12754_5#86	0.004876958	0.077058375
12673_8#28	12754_5#88	0.036689032	0.4432242
12673_8#28	12754_5#89	0.0047336756	0.094135396
12673_8#28	12754_5#9	0.0044853813	0.07581705
12673_8#28	12754_5#90	0.004515167	0.06245952
12673_8#28	12754_5#92	0.004682968	0.0889477
12673_8#28	12754_5#94	0.03740188	0.41839388
12673_8#28	12754_5#95	0.0047418238	0.093959436
12673_8#28	19183_4#48	0.037877526	0.41582498
12673_8#28	19183_4#49	0.0048718783	0.054652054
12673_8#28	19183_4#50	0.0048432713	0.12320672
12673_8#28	19183_4#51	0.037730977	0.42764738
12673_8#28	19183_4#52	0.0042543216	0.069104984
12673_8#28	19183_4#53	0.004291831	0.07887559
12673_8#28	19183_4#54	0.0046270415	0.09142336
12673_8#28	19183_4#55	0.036900893	0.4274628
12673_8#28	19183_4#56	0.0045098667	0.10254717
12673_8#28	19183_4#57	0.004831913	0.06765405
12673_8#28	19183_4#58	0.00428657	0.05205604
12673_8#28	19183_4#59	0.036959298	0.43211254
12673_8#28	19183_4#60	0.0048731603	0.054528285
12673_8#28	19183_4#61	0.0047712247	0.092871085
12673_8#28	19183_4#62	0.037335016	0.44384423
12673_8#28	19183_4#63	0.0372643	0.43422782
12673_8#28	19183_4#64	0.0051173773	0.12130372
12673_8#28	19183_4#65	0.03724724	0.42166194
12673_8#28	19183_4#66	0.0051083905	0.096198924
12673_8#28	19183_4#67	0.0043574693	0.049996905
12673_8#28	19183_4#68	0.037357233	0.4250492
12673_8#28	19183_4#69	0.00425258	0.069594026
12673_8#28	19183_4#70	0.03726002	0.43430957
12673_8#28	19183_4#71	0.004426701	0.08846278
12673_8#28	19183_4#72	0.0045700017	0.070066445
12673_8#28	19183_4#73	0.004874668	0.054538935
12673_8#28	19183_4#74	0.036469676	0.4386869
12673_8#28	19183_4#75	0.037158284	0.41881338
12673_8#28	19183_4#76	0.037194736	0.4353075
12673_8#28	19183_4#77	0.0044552926	0.063430965
12673_8#28	19183_4#78	0.004925002	0.066215694
12673_8#28	19183_4#79	0.0047900756	0.05678389
12673_8#29	12673_8#31	0.0003732088	0.03656876
12673_8#29	12673_8#32	0.005504651	0.14158295
12673_8#29	12673_8#34	0.0057228045	0.12896055
12673_8#29	12673_8#36	0.0045317784	0.10507091
12673_8#29	12673_8#37	0.004788065	0.10065016
12673_8#29	12673_8#39	0.034959078	0.44394192
12673_8#29	12673_8#41	0.00012877336	0.029142741
12673_8#29	12673_8#42	0.0045844554	0.103438266
12673_8#29	12673_8#43	0.004677506	0.11594403
12673_8#29	12754_4#66	0.00023928059	0.039894998
12673_8#29	12754_4#68	0.0043718712	0.10038367
12673_8#29	12754_4#70	0.0046125604	0.113973215
12673_8#29	12754_4#71	0.036181185	0.4588064
12673_8#29	12754_4#73	0.0053477287	0.14234824
12673_8#29	12754_4#74	0.005293894	0.14411218
12673_8#29	12754_4#75	0.004411081	0.09840943
12673_8#29	12754_4#77	0.00448876	0.11970367
12673_8#29	12754_4#78	0.036272928	0.44535464
12673_8#29	12754_4#79	0.036714524	0.43476483
12673_8#29	12754_4#80	0.0050516413	0.14154156
12673_8#29	12754_4#81	0.03749805	0.43903485
12673_8#29	12754_4#82	0.004557912	0.14295912
12673_8#29	12754_4#84	0.03640095	0.45643806
12673_8#29	12754_4#85	0.00031816386	0.026715096
12673_8#29	12754_4#87	0.036327455	0.45686653
12673_8#29	12754_4#88	0.0051563233	0.15488017
12673_8#29	12754_4#89	0.03626329	0.4504492
