Query	Reference	Core	Accessory
12673_8#24	12754_5#3	0.0045659128	0.10516342
12673_8#24	12754_5#30	0.03712547	0.449517
12673_8#24	12754_5#32	0.00020052049	0.012291773
12673_8#24	12754_5#33	0.004564514	0.10308748
12673_8#24	12754_5#35	0.036867615	0.44443935
12673_8#24	12754_5#36	0.00027462342	0.04770077
12673_8#24	12754_5#37	0.037759326	0.4334675
12673_8#24	12754_5#39	0.037192404	0.43934697
12673_8#24	12754_5#40	0.0045704865	0.11043048
12673_8#24	12754_5#42	0.03760707	0.42720366
12673_8#24	12754_5#43	0.004687863	0.11708467
12673_8#24	12754_5#45	0.0041212994	0.12179564
12673_8#24	12754_5#46	0.036300007	0.44313258
12673_8#24	12754_5#47	0.0003045626	0.043758366
12673_8#24	12754_5#49	0.03760177	0.42738461
12673_8#24	12754_5#5	0.037680946	0.43953735
12673_8#24	12754_5#51	0.004402288	0.10620979
12673_8#24	12754_5#52	0.037143044	0.43226177
12673_8#24	12754_5#53	0.0041422406	0.10784108
12673_8#24	12754_5#55	0.0053844764	0.13147946
12673_8#24	12754_5#57	0.0045981156	0.11158347
12673_8#24	12754_5#59	0.0053067403	0.13276654
12673_8#24	12754_5#6	0.0061325245	0.13766165
12673_8#24	12754_5#61	0.0009207394	0.04269066
12673_8#24	12754_5#62	0.03727913	0.43842775
12673_8#24	12754_5#64	0.0042776545	0.11810768
12673_8#24	12754_5#66	0.03800297	0.42169368
12673_8#24	12754_5#68	0.0047048633	0.1479973
12673_8#24	12754_5#70	0.0046179686	0.10221124
12673_8#24	12754_5#71	0.00037313212	0.03407097
12673_8#24	12754_5#72	0.03668153	0.4486164
12673_8#24	12754_5#73	0.036840517	0.43807513
12673_8#24	12754_5#74	0.0008903021	0.043331522
12673_8#24	12754_5#76	0.0047675143	0.12566493
12673_8#24	12754_5#78	0.0008973695	0.043374386
12673_8#24	12754_5#8	0.004741082	0.12588133
12673_8#24	12754_5#80	0.0009095235	0.042977825
12673_8#24	12754_5#82	0.038415898	0.42379615
12673_8#24	12754_5#84	0.00038845825	0.051613286
12673_8#24	12754_5#86	0.0005275059	0.045363188
12673_8#24	12754_5#88	0.037547834	0.4447042
12673_8#24	12754_5#89	0.00091596035	0.04299568
12673_8#24	12754_5#9	0.004510707	0.10148309
12673_8#24	12754_5#90	0.004213688	0.10211351
12673_8#24	12754_5#92	0.004267616	0.13806605
12673_8#24	12754_5#94	0.03578074	0.45278814
12673_8#24	12754_5#95	0.0009092849	0.04295749
12673_8#24	19183_4#48	0.03768702	0.43274096
12673_8#24	19183_4#49	7.9870435e-05	0.05040436
12673_8#24	19183_4#50	0.005903216	0.13594523
12673_8#24	19183_4#51	0.03719695	0.4383745
12673_8#24	19183_4#52	0.0045740604	0.11006978
12673_8#24	19183_4#53	0.0045689177	0.10482785
12673_8#24	19183_4#54	0.0047397576	0.122927174
12673_8#24	19183_4#55	0.037587054	0.43199152
12673_8#24	19183_4#56	0.005361968	0.13471456
12673_8#24	19183_4#57	0.00030421192	0.051680792
12673_8#24	19183_4#58	0.0039828387	0.1128099
12673_8#24	19183_4#59	0.037257258	0.43775097
12673_8#24	19183_4#60	3.7691396e-05	0.051398337
12673_8#24	19183_4#61	0.000865523	0.040050037
12673_8#24	19183_4#62	0.037262943	0.45021278
12673_8#24	19183_4#63	0.037406422	0.4370323
12673_8#24	19183_4#64	0.004793865	0.16525137
12673_8#24	19183_4#65	0.037175022	0.43386507
12673_8#24	19183_4#66	0.0053114146	0.13164787
12673_8#24	19183_4#67	0.00398256	0.11305952
12673_8#24	19183_4#68	0.038521215	0.43221954
12673_8#24	19183_4#69	0.004609732	0.10989748
12673_8#24	19183_4#70	0.037418664	0.4368533
12673_8#24	19183_4#71	0.0046019936	0.111632586
12673_8#24	19183_4#72	0.003935642	0.1269422
12673_8#24	19183_4#73	7.604826e-05	0.050484333
12673_8#24	19183_4#74	0.037909746	0.4333043
12673_8#24	19183_4#75	0.037693866	0.42555976
12673_8#24	19183_4#76	0.03713031	0.4382411
12673_8#24	19183_4#77	0.004444221	0.107513435
12673_8#24	19183_4#78	0.00024317244	0.04334914
12673_8#24	19183_4#79	6.356349e-05	0.05179796
12673_8#26	12673_8#27	0.004844162	0.16501068
12673_8#26	12673_8#28	0.004358377	0.09712417
12673_8#26	12673_8#29	0.0	0.0032928898
12673_8#26	12673_8#31	0.0	0.041565057
12673_8#26	12673_8#32	0.0052402713	0.14374171
12673_8#26	12673_8#34	0.0050248415	0.1388027
12673_8#26	12673_8#36	0.0041637225	0.11288661
12673_8#26	12673_8#37	0.003798036	0.11716342
12673_8#26	12673_8#39	0.035669755	0.43200997
12673_8#26	12673_8#41	4.395808e-05	0.029399903
12673_8#26	12673_8#42	0.0041112746	0.11336032
12673_8#26	12673_8#43	0.00457403	0.11632592
12673_8#26	12754_4#66	0.00021035306	0.04070606
12673_8#26	12754_4#68	0.0041821455	0.104074895
12673_8#26	12754_4#70	0.004286844	0.12139554
12673_8#26	12754_4#71	0.03774027	0.43750146
12673_8#26	12754_4#73	0.0057832394	0.13164435
12673_8#26	12754_4#74	0.0055474704	0.13707341
12673_8#26	12754_4#75	0.0040617944	0.10575463
12673_8#26	12754_4#77	0.004574073	0.11668753
12673_8#26	12754_4#78	0.036474977	0.43952525
12673_8#26	12754_4#79	0.037731007	0.41967002
12673_8#26	12754_4#80	0.0049551334	0.13935883
12673_8#26	12754_4#81	0.037423015	0.43372765
12673_8#26	12754_4#82	0.0043664183	0.14713165
12673_8#26	12754_4#84	0.037359998	0.4400762
12673_8#26	12754_4#85	8.594825e-05	0.026983842
12673_8#26	12754_4#87	0.037532367	0.43997836
12673_8#26	12754_4#88	0.0047192518	0.15928875
12673_8#26	12754_4#89	0.037143677	0.4339137
12673_8#26	12754_4#90	0.037789304	0.42242438
12673_8#26	12754_4#92	0.036802962	0.4473133
12673_8#26	12754_4#94	0.037008923	0.44060364
12673_8#26	12754_4#95	0.004539862	0.11658857
12673_8#26	12754_5#11	0.004554612	0.10489868
12673_8#26	12754_5#12	0.03786086	0.425198
12673_8#26	12754_5#13	0.004459217	0.11858284
12673_8#26	12754_5#14	0.03712191	0.43063757
12673_8#26	12754_5#16	0.03721545	0.44159436
12673_8#26	12754_5#18	0.0043852534	0.102084965
12673_8#26	12754_5#19	0.037617266	0.43178034
12673_8#26	12754_5#2	0.036911607	0.44197088
12673_8#26	12754_5#20	0.037227303	0.43212804
12673_8#26	12754_5#22	3.7604026e-05	0.0
12673_8#26	12754_5#24	3.0718038e-05	0.0
12673_8#26	12754_5#26	0.004356756	0.102372535
12673_8#26	12754_5#28	0.004757797	0.15028836
12673_8#26	12754_5#3	0.0046094256	0.11449984
12673_8#26	12754_5#30	0.036822826	0.44658357
12673_8#26	12754_5#32	0.00048715313	0.046122
12673_8#26	12754_5#33	0.0045506535	0.11647568
12673_8#26	12754_5#35	0.036377147	0.44701597
12673_8#26	12754_5#36	0.00015352845	0.034254514
12673_8#26	12754_5#37	0.037620842	0.43184975
12673_8#26	12754_5#39	0.036847074	0.4376408
12673_8#26	12754_5#40	0.004568049	0.10715222
12673_8#26	12754_5#42	0.037107624	0.43087065
12673_8#26	12754_5#43	0.0041158325	0.11926975
12673_8#26	12754_5#45	0.004060818	0.1151771
12673_8#26	12754_5#46	0.036462758	0.4360175
12673_8#26	12754_5#47	0.0001901321	0.039448462
12673_8#26	12754_5#49	0.037102185	0.43105164
12673_8#26	12754_5#5	0.037185896	0.4423109
12673_8#26	12754_5#51	0.0042799464	0.102190115
12673_8#26	12754_5#52	0.036519263	0.43426436
12673_8#26	12754_5#53	0.0041769776	0.102620184
12673_8#26	12754_5#55	0.0051989425	0.12747198
12673_8#26	12754_5#57	0.0043979376	0.10913524
12673_8#26	12754_5#59	0.005130897	0.1285247
12673_8#26	12754_5#6	0.0060567968	0.13055104
12673_8#26	12754_5#61	3.489857e-05	0.0
12673_8#26	12754_5#62	0.03685646	0.44035774
12673_8#26	12754_5#64	0.004228261	0.11520916
12673_8#26	12754_5#66	0.037721574	0.4232808
12673_8#26	12754_5#68	0.0046691266	0.15001494
12673_8#26	12754_5#70	0.004562402	0.11642668
12673_8#26	12754_5#71	0.0005972514	0.040994115
12673_8#26	12754_5#72	0.036695298	0.44753084
12673_8#26	12754_5#73	0.036508203	0.4389037
12673_8#26	12754_5#74	1.0611933e-05	4.710585e-07
12673_8#26	12754_5#76	0.004427314	0.11468822
12673_8#26	12754_5#78	1.9687343e-05	0.00043108177
12673_8#26	12754_5#8	0.004418435	0.114723295
12673_8#26	12754_5#80	3.098411e-05	3.2754483e-06
12673_8#26	12754_5#82	0.038005177	0.4272139
12673_8#26	12754_5#84	0.00016809611	0.047190394
12673_8#26	12754_5#86	3.668933e-06	0.015821839
12673_8#26	12754_5#88	0.037130695	0.44597632
12673_8#26	12754_5#89	5.1170187e-05	0.0
12673_8#26	12754_5#9	0.0044441065	0.11574399
12673_8#26	12754_5#90	0.004143666	0.1125115
12673_8#26	12754_5#92	0.0043000835	0.12989871
12673_8#26	12754_5#94	0.03566038	0.45060015
12673_8#26	12754_5#95	3.0701915e-05	1.1899878e-06
12673_8#26	19183_4#48	0.037597846	0.4318373
12673_8#26	19183_4#49	0.0	0.042293984
12673_8#26	19183_4#50	0.0057338392	0.1329171
12673_8#26	19183_4#51	0.03726833	0.43393773
12673_8#26	19183_4#52	0.0045659356	0.10687571
12673_8#26	19183_4#53	0.004624007	0.11400811
12673_8#26	19183_4#54	0.0043714168	0.11761101
12673_8#26	19183_4#55	0.037037335	0.43200657
12673_8#26	19183_4#56	0.005082485	0.13300851
12673_8#26	19183_4#57	0.00012237502	0.045650598
12673_8#26	19183_4#58	0.0038935023	0.10621095
12673_8#26	19183_4#59	0.037145343	0.43429416
12673_8#26	19183_4#60	0.0	0.04223151
12673_8#26	19183_4#61	7.078161e-05	0.0048117638
12673_8#26	19183_4#62	0.03528664	0.45130298
12673_8#26	19183_4#63	0.035403714	0.43871325
12673_8#26	19183_4#64	0.0046435916	0.16144921
12673_8#26	19183_4#65	0.036860805	0.43448183
12673_8#26	19183_4#66	0.004981563	0.13219403
12673_8#26	19183_4#67	0.0038935156	0.106562205
12673_8#26	19183_4#68	0.03819173	0.43320787
12673_8#26	19183_4#69	0.004613044	0.10647585
12673_8#26	19183_4#70	0.035415675	0.4385392
12673_8#26	19183_4#71	0.0043718894	0.10950858
12673_8#26	19183_4#72	0.0037942794	0.11033561
12673_8#26	19183_4#73	0.0	0.04213153
12673_8#26	19183_4#74	0.037688095	0.43264848
12673_8#26	19183_4#75	0.037247974	0.42631274
12673_8#26	19183_4#76	0.035429716	0.43779665
12673_8#26	19183_4#77	0.004383069	0.10201684
12673_8#26	19183_4#78	0.00014870212	0.03848922
12673_8#26	19183_4#79	0.0	0.043308992
12673_8#27	12673_8#28	0.0051145065	0.13144198
12673_8#27	12673_8#29	0.0048111416	0.16557674
12673_8#27	12673_8#31	0.0050425096	0.14779761
12673_8#27	12673_8#32	0.005054567	0.11723781
12673_8#27	12673_8#34	0.0044871485	0.11457123
12673_8#27	12673_8#36	0.004879761	0.15157838
12673_8#27	12673_8#37	0.0048913853	0.13579832
12673_8#27	12673_8#39	0.0369772	0.43016717
12673_8#27	12673_8#41	0.0050195963	0.14014529
12673_8#27	12673_8#42	0.004936345	0.14087719
12673_8#27	12673_8#43	0.005046031	0.16630146
12673_8#27	12754_4#66	0.005156473	0.13840483
12673_8#27	12754_4#68	0.0049272524	0.13532835
12673_8#27	12754_4#70	0.0048372247	0.16146602
12673_8#27	12754_4#71	0.037642226	0.42473987
12673_8#27	12754_4#73	0.004238749	0.11635568
12673_8#27	12754_4#74	0.004294206	0.117204495
12673_8#27	12754_4#75	0.004758071	0.13641451
12673_8#27	12754_4#77	0.00487863	0.16945173
12673_8#27	12754_4#78	0.036276173	0.42995286
12673_8#27	12754_4#79	0.037409842	0.4109643
12673_8#27	12754_4#80	0.0	0.0436719
12673_8#27	12754_4#81	0.03566258	0.42560822
12673_8#27	12754_4#82	0.0053666937	0.16586918
12673_8#27	12754_4#84	0.036738127	0.41928872
12673_8#27	12754_4#85	0.0050024404	0.15044819
12673_8#27	12754_4#87	0.037378922	0.42550904
12673_8#27	12754_4#88	0.0043026	0.13854267
12673_8#27	12754_4#89	0.037006464	0.4110749
12673_8#27	12754_4#90	0.03677837	0.4086007
12673_8#27	12754_4#92	0.036685407	0.43687683
12673_8#27	12754_4#94	0.036527496	0.41809705
12673_8#27	12754_4#95	0.0048670783	0.16798782
12673_8#27	12754_5#11	0.004846073	0.1622573
12673_8#27	12754_5#12	0.036452934	0.4204058
12673_8#27	12754_5#13	0.0047046514	0.17096943
12673_8#27	12754_5#14	0.037223157	0.4141859
12673_8#27	12754_5#16	0.036747944	0.41762602
12673_8#27	12754_5#18	0.004812032	0.1433933
12673_8#27	12754_5#19	0.037317615	0.4218453
12673_8#27	12754_5#2	0.036954302	0.4181658
12673_8#27	12754_5#20	0.037060153	0.4110263
12673_8#27	12754_5#22	0.004881103	0.1644434
12673_8#27	12754_5#24	0.004846208	0.16495964
12673_8#27	12754_5#26	0.004801603	0.14361735
12673_8#27	12754_5#28	0.0040873648	0.13235179
12673_8#27	12754_5#3	0.0048937476	0.1687258
12673_8#27	12754_5#30	0.035125803	0.43187347
12673_8#27	12754_5#32	0.005248069	0.1564415
12673_8#27	12754_5#33	0.0048591387	0.16813315
12673_8#27	12754_5#35	0.035954393	0.43302616
12673_8#27	12754_5#36	0.005194148	0.13771905
12673_8#27	12754_5#37	0.03731319	0.42198658
12673_8#27	12754_5#39	0.03683079	0.43029547
12673_8#27	12754_5#40	0.0048220567	0.16242339
12673_8#27	12754_5#42	0.03719344	0.41459686
12673_8#27	12754_5#43	0.0046520946	0.18170899
12673_8#27	12754_5#45	0.004738476	0.14558432
12673_8#27	12754_5#46	0.03524771	0.4399626
12673_8#27	12754_5#47	0.0052570547	0.13710208
12673_8#27	12754_5#49	0.037203647	0.4146051
12673_8#27	12754_5#5	0.036673453	0.41972205
12673_8#27	12754_5#51	0.0049520326	0.14225535
12673_8#27	12754_5#52	0.03640892	0.4335994
12673_8#27	12754_5#53	0.00486493	0.14275599
12673_8#27	12754_5#55	0.004652608	0.10207183
12673_8#27	12754_5#57	0.0051295753	0.15260608
12673_8#27	12754_5#59	0.0045821993	0.103365205
12673_8#27	12754_5#6	0.0043940786	0.12397602
12673_8#27	12754_5#61	0.0048439964	0.16511193
12673_8#27	12754_5#62	0.036676098	0.42813984
12673_8#27	12754_5#64	0.0048124297	0.15341878
12673_8#27	12754_5#66	0.036718924	0.4092558
12673_8#27	12754_5#68	0.005105009	0.1990982
12673_8#27	12754_5#70	0.0048917118	0.16763362
12673_8#27	12754_5#71	0.0050884495	0.15169974
12673_8#27	12754_5#72	0.03598889	0.43766534
12673_8#27	12754_5#73	0.036195554	0.43084258
12673_8#27	12754_5#74	0.004822779	0.16564035
12673_8#27	12754_5#76	0.005069878	0.18115453
12673_8#27	12754_5#78	0.004838513	0.16529566
12673_8#27	12754_5#8	0.005043525	0.18126526
12673_8#27	12754_5#80	0.0048210947	0.1654905
12673_8#27	12754_5#82	0.03763491	0.41547933
12673_8#27	12754_5#84	0.0053048744	0.14096552
12673_8#27	12754_5#86	0.004908744	0.15257677
12673_8#27	12754_5#88	0.03671442	0.42168415
12673_8#27	12754_5#89	0.004824751	0.16556275
12673_8#27	12754_5#9	0.00477782	0.16995269
12673_8#27	12754_5#90	0.005008316	0.13776773
12673_8#27	12754_5#92	0.004738676	0.16924235
12673_8#27	12754_5#94	0.034709908	0.4439476
12673_8#27	12754_5#95	0.004855309	0.16493143
12673_8#27	19183_4#48	0.036238328	0.42240703
12673_8#27	19183_4#49	0.0051608197	0.1276649
12673_8#27	19183_4#50	0.00430535	0.120234944
12673_8#27	19183_4#51	0.0358219	0.42876154
12673_8#27	19183_4#52	0.004806383	0.16255939
12673_8#27	19183_4#53	0.004931212	0.16810974
12673_8#27	19183_4#54	0.004864714	0.17160788
12673_8#27	19183_4#55	0.037234213	0.4111476
12673_8#27	19183_4#56	0.0044794045	0.10026544
12673_8#27	19183_4#57	0.005113072	0.13927063
12673_8#27	19183_4#58	0.005010006	0.12473246
12673_8#27	19183_4#59	0.036813445	0.4271378
12673_8#27	19183_4#60	0.005120865	0.12864314
12673_8#27	19183_4#61	0.0049044783	0.16370614
12673_8#27	19183_4#62	0.03494448	0.40699282
12673_8#27	19183_4#63	0.03629198	0.43083802
12673_8#27	19183_4#64	0.004081326	0.1477536
12673_8#27	19183_4#65	0.036560133	0.423811
12673_8#27	19183_4#66	0.004542151	0.08867446
12673_8#27	19183_4#67	0.0050603384	0.12394177
12673_8#27	19183_4#68	0.03799647	0.41526815
12673_8#27	19183_4#69	0.004835647	0.16247992
12673_8#27	19183_4#70	0.036304004	0.43066043
12673_8#27	19183_4#71	0.005143089	0.15190756
12673_8#27	19183_4#72	0.0051975246	0.14931658
12673_8#27	19183_4#73	0.005174163	0.12749374
12673_8#27	19183_4#74	0.03751555	0.42798212
12673_8#27	19183_4#75	0.03720977	0.41113582
12673_8#27	19183_4#76	0.036433388	0.43660018
12673_8#27	19183_4#77	0.0048379037	0.14268166
12673_8#27	19183_4#78	0.005145393	0.13929129
12673_8#27	19183_4#79	0.005167009	0.12866892
12673_8#28	12673_8#29	0.00427071	0.098837376
12673_8#28	12673_8#31	0.0043588663	0.083814256
12673_8#28	12673_8#32	0.0051835906	0.10835042
12673_8#28	12673_8#34	0.004971806	0.10418982
12673_8#28	12673_8#36	0.004228871	0.07904138
12673_8#28	12673_8#37	0.0040756753	0.06575796
12673_8#28	12673_8#39	0.03734215	0.4282417
12673_8#28	12673_8#41	0.004458733	0.07058301
12673_8#28	12673_8#42	0.004353148	0.06537043
12673_8#28	12673_8#43	0.0047659897	0.069372475
12673_8#28	12754_4#66	0.004494667	0.070773244
12673_8#28	12754_4#68	0.0044097854	0.055238076
12673_8#28	12754_4#70	0.0040778485	0.09301448
12673_8#28	12754_4#71	0.03795006	0.4217668
12673_8#28	12754_4#73	0.0051348764	0.11729175
12673_8#28	12754_4#74	0.005164636	0.11676948
12673_8#28	12754_4#75	0.004254359	0.05789935
12673_8#28	12754_4#77	0.004677319	0.07068861
12673_8#28	12754_4#78	0.03659962	0.42562142
12673_8#28	12754_4#79	0.037567805	0.40967372
12673_8#28	12754_4#80	0.005134581	0.10596309
12673_8#28	12754_4#81	0.03760893	0.42091584
12673_8#28	12754_4#82	0.0045673475	0.10311154
12673_8#28	12754_4#84	0.037624184	0.42479035
12673_8#28	12754_4#85	0.0044346726	0.082336985
12673_8#28	12754_4#87	0.037945066	0.4221533
12673_8#28	12754_4#88	0.004733891	0.12434345
12673_8#28	12754_4#89	0.037616026	0.41609868
12673_8#28	12754_4#90	0.03714354	0.41176185
12673_8#28	12754_4#92	0.037600916	0.42899016
12673_8#28	12754_4#94	0.037711535	0.41951886
12673_8#28	12754_4#95	0.004648419	0.07041684
12673_8#28	12754_5#11	0.0046922346	0.059704956
12673_8#28	12754_5#12	0.037346456	0.41949064
12673_8#28	12754_5#13	0.004499422	0.07358401
12673_8#28	12754_5#14	0.03767575	0.404402
12673_8#28	12754_5#16	0.037544332	0.42580718
12673_8#28	12754_5#18	0.004347315	0.0652136
12673_8#28	12754_5#19	0.038168676	0.41170967
12673_8#28	12754_5#2	0.037193842	0.42180756
12673_8#28	12754_5#20	0.037787616	0.41138458
12673_8#28	12754_5#22	0.0043716556	0.096915156
12673_8#28	12754_5#24	0.004329333	0.09743883
12673_8#28	12754_5#26	0.004346557	0.06518798
12673_8#28	12754_5#28	0.004714643	0.114059806
12673_8#28	12754_5#3	0.0046702805	0.07075746
12673_8#28	12754_5#30	0.03705252	0.43747818
12673_8#28	12754_5#32	0.004341694	0.097947925
12673_8#28	12754_5#33	0.0046192	0.07118029
12673_8#28	12754_5#35	0.036915306	0.42984387
12673_8#28	12754_5#36	0.0045329914	0.06972585
12673_8#28	12754_5#37	0.038170073	0.411837
12673_8#28	12754_5#39	0.03716758	0.4300041
12673_8#28	12754_5#40	0.0046494636	0.05996602
12673_8#28	12754_5#42	0.037662245	0.40463373
12673_8#28	12754_5#43	0.004426559	0.08706129
12673_8#28	12754_5#45	0.004172282	0.069808945
12673_8#28	12754_5#46	0.03663968	0.4256545
12673_8#28	12754_5#47	0.004560474	0.06960618
12673_8#28	12754_5#49	0.037625454	0.40514466
12673_8#28	12754_5#5	0.037476283	0.42661428
12673_8#28	12754_5#51	0.0043883524	0.06565116
12673_8#28	12754_5#52	0.036829203	0.42734107
12673_8#28	12754_5#53	0.0042246925	0.06785575
12673_8#28	12754_5#55	0.0052410113	0.080751725
12673_8#28	12754_5#57	0.0044483785	0.08502576
12673_8#28	12754_5#59	0.0051935473	0.081472084
12673_8#28	12754_5#6	0.005402396	0.12220466
12673_8#28	12754_5#61	0.004331694	0.097667836
12673_8#28	12754_5#62	0.0370269	0.42664847
12673_8#28	12754_5#64	0.0041465857	0.08091121
12673_8#28	12754_5#66	0.037069462	0.41265807
12673_8#28	12754_5#68	0.0048044235	0.10823573
12673_8#28	12754_5#70	0.004649292	0.07075919
12673_8#28	12754_5#71	0.0042513334	0.08929419
12673_8#28	12754_5#72	0.037301984	0.43174854
12673_8#28	12754_5#73	0.03668384	0.42347842
12673_8#28	12754_5#74	0.0043265754	0.09797572
12673_8#28	12754_5#76	0.004583869	0.11084822
12673_8#28	12754_5#78	0.0043387963	0.09780264
12673_8#28	12754_5#8	0.004585489	0.110567175
12673_8#28	12754_5#80	0.0042839604	0.09840835
12673_8#28	12754_5#82	0.03844052	0.40654138
12673_8#28	12754_5#84	0.004582959	0.07784304
12673_8#28	12754_5#86	0.004389276	0.083668336
12673_8#28	12754_5#88	0.037497275	0.42989358
12673_8#28	12754_5#89	0.0043112678	0.09805949
12673_8#28	12754_5#9	0.0045558605	0.07280606
12673_8#28	12754_5#90	0.0043467605	0.065749995
12673_8#28	12754_5#92	0.004246999	0.09883555
12673_8#28	12754_5#94	0.036126435	0.4291021
12673_8#28	12754_5#95	0.0043260027	0.09772555
12673_8#28	19183_4#48	0.037396654	0.4180626
12673_8#28	19183_4#49	0.00450036	0.05850686
12673_8#28	19183_4#50	0.005191035	0.11659354
12673_8#28	19183_4#51	0.03734406	0.4253552
12673_8#28	19183_4#52	0.0046580257	0.059899557
12673_8#28	19183_4#53	0.0047076796	0.06992292
12673_8#28	19183_4#54	0.004442084	0.096715055
12673_8#28	19183_4#55	0.037616387	0.41473335
12673_8#28	19183_4#56	0.0051767468	0.08888349
12673_8#28	19183_4#57	0.004508866	0.07038747
12673_8#28	19183_4#58	0.0041931826	0.05359162
12673_8#28	19183_4#59	0.0372624	0.42487693
12673_8#28	19183_4#60	0.0044443635	0.0597085
12673_8#28	19183_4#61	0.0043640947	0.09665265
12673_8#28	19183_4#62	0.03741312	0.43984962
12673_8#28	19183_4#63	0.037522987	0.42713463
12673_8#28	19183_4#64	0.004706703	0.1245877
12673_8#28	19183_4#65	0.037390195	0.41575179
12673_8#28	19183_4#66	0.0051662414	0.09358645
12673_8#28	19183_4#67	0.0041860165	0.05345215
12673_8#28	19183_4#68	0.038752336	0.4074969
12673_8#28	19183_4#69	0.004687808	0.059769157
12673_8#28	19183_4#70	0.037534934	0.4269569
12673_8#28	19183_4#71	0.0044761915	0.08423163
12673_8#28	19183_4#72	0.00422558	0.075660765
12673_8#28	19183_4#73	0.0045052757	0.058447793
12673_8#28	19183_4#74	0.03786269	0.41823527
12673_8#28	19183_4#75	0.037789576	0.40684804
12673_8#28	19183_4#76	0.03739186	0.4284373
12673_8#28	19183_4#77	0.004416631	0.06382773
12673_8#28	19183_4#78	0.004514223	0.07081624
12673_8#28	19183_4#79	0.0044889892	0.059337612
12673_8#29	12673_8#31	0.0	0.043648005
12673_8#29	12673_8#32	0.0051597026	0.14555418
12673_8#29	12673_8#34	0.0049396944	0.14022063
12673_8#29	12673_8#36	0.004083691	0.11414869
12673_8#29	12673_8#37	0.0037795808	0.11764577
12673_8#29	12673_8#39	0.03572391	0.4311993
12673_8#29	12673_8#41	5.0562394e-06	0.030242717
12673_8#29	12673_8#42	0.004062212	0.11415426
12673_8#29	12673_8#43	0.0045026666	0.117133275
12673_8#29	12754_4#66	0.00019257987	0.040628903
12673_8#29	12754_4#68	0.0041257385	0.10500943
12673_8#29	12754_4#70	0.004218819	0.12238044
12673_8#29	12754_4#71	0.03783011	0.43628117
12673_8#29	12754_4#73	0.0057077548	0.1331715
12673_8#29	12754_4#74	0.0054973164	0.13806814
12673_8#29	12754_4#75	0.004016012	0.10646528
12673_8#29	12754_4#77	0.00448614	0.11778872
12673_8#29	12754_4#78	0.036587898	0.4382939
12673_8#29	12754_4#79	0.03776928	0.41917944
12673_8#29	12754_4#80	0.0049032066	0.14024481
12673_8#29	12754_4#81	0.03748221	0.43311077
12673_8#29	12754_4#82	0.0042966665	0.14816542
12673_8#29	12754_4#84	0.037407614	0.4395207
12673_8#29	12754_4#85	5.1113544e-05	0.03034895
12673_8#29	12754_4#87	0.0376103	0.4389681
12673_8#29	12754_4#88	0.004691807	0.15985431
12673_8#29	12754_4#89	0.037185345	0.4336735
